doc_id,text
1043,"""Celebrating two years at MongoDB and what a two years it has been. Starting a new job remotely at the beginning of a pandemic was far from easy but everyone at MongoDB made me feel so welcome. I'm so lucky to be a part of such an amazing company and team! Cheers to many more years of growth and fun. #LifeAtMongoDB "" - Megan O'Shea, Recruiting Coordinator Transform your career at MongoDB:  DB E"
1044,"Young, smart, and resilient. Our CFO Brian Van Abel was named to Minneapolis-St Paul Business Journal's ""40 Under 40"" list of community and business leaders on the rise for his financial leadership during the pandemic. "
1045,"""Feeling stressed can affect the immune system and increase the risk of getting ill in general. That is why it is important to take steps to manage anxiety and reactions to the evolution of COVID-19."" Magellan's National Behavioral Health Chief Medical Officer provided guidance for those experiencing COVID19 anxiety. Read more here: "
1046,We're here to help. Get answers to your questions about the 0% interest rate for federally held student loans and options to suspend payments if you are impacted: Navient.com/covid-19:=:
1047,"Our plant in Bielsko-Biala, Poland, donated $18,000 to hospitals in Bielsko-Biala and to hospitals in Cieszyn and Tychy to help purchase supplies and personal protective equipment. The plant also donated 60 face shields, and our employees raised $1,200 to donate to a crisis intervention center. See what else our team members are doing to help their communities:  #InThisTogether #WhatMatters #COVID19"
1048,"Inspired, in part, by personal experience with the stressors of the pandemic, #RegeneronISEF finalist, Rasha Alqahtani, developed a game-based tool to help teens get mental health care. Learn about her winning research via Smithsonian Magazine:    Rasha Alqahtani, an 18-year-old from Saudi Arabia, is determined to help her peers learn about their anxiety--in the wildly popular setting of 'Minecraft'"
1049,"So much has happened over the past year. Though the pandemic changed things for all of us, our mission of energizing life has never been more alive. Thank you to all of our #BigOrange employees who made our 2020 accomplishments possible, despite the obstacles that we faced along the way."
1050,"We're dedicated to helping our customers and taking steps to ensure our communities have access to energy and resources when they need it most. Our CEO, Joe Dominguez, shares how we're helping in response to #COVID19."
1051,"""Let us again say thank you to all of you, from EMTs who answer the first calls to the doctors and nurses who tend to the sickest. Your selflessness and heroism is inspiring."" We are sharing a resource for these brave frontline workers here: "
1052,"Are you a tenant in York County in need of assistance paying your utility bill? York County's Emergency Rental Assistance Program (ERAP) may help pay the past due balance on your York Water bill. Please visit  for more information and to apply for this program.   York County's Emergency Rental Assistance Program (ERAP) is now accepting applications from residents who need help with rent and utility bills.  This program will provide up to 12 months of rent assistance (past, present and future) and cover past-due utility bills, for qualified individuals who have been impacted by the COVID-19 pandemic.  To apply for either rent or utility assistance, you must fill out an online application on CPC's website at the link below. Help is available to those who need additional support or access to a computer/tablet.  CPC highly encourages applicants to read through the list of instructions, qualifications, and gather the necessary documents before beginning the application process. Once you create your account in the portal, you may stop and re-start your application at any time. You will also use this account to check on the status of your application after you apply.  For a full list of qualifications, documents, video tutorials and other instructions - including a link to apply, visit www.YorkCPC.org/take-action.:=:  ---  El Programa de asistencia de emergencia para el alquiler (ERAP) del condado de York esta aceptando solicitudes de residentes que necesitan ayuda con el alquiler e utilidades.  Este programa proporcionara, para personas calificadas que hayan sido afectadas por la pandemia de COVID-19, hasta 12 meses de asistencia para el alquiler (pasado, presente y futuro) y cubrira facturas de utilidades vencidas.  Para solicitar asistencia para el alquiler e utilidades, debe completar una solicitud en el sitio web de CPC en la enlace a continuacion. Tenemos citas disponibles para los que necesitan apoyo adicional o acceso a una computadora / tableta.  CPC recomienda a los solicitantes que lean la lista de instrucciones, calificaciones y documentos necesarios antes de comenzar el proceso de solicitud. Una vez que cree su cuenta en el portal, puede tener acceso a su aplicacion en cualquier momento. Tambien usara esta cuenta para verificar el estado de su solicitud.  Para obtener una lista completa de calificaciones, documentos, tutoriales en video y otras instrucciones, visite www.YorkCPC.org/toma-accion.:=:"
